Java,Clean_Java
"public ValueEval evaluate(String sheetName, int rowIndex, int columnIndex) {EvaluationCell cell = _sewb.getEvaluationCell(sheetName, rowIndex, columnIndex);switch (cell.getCellType()) {case BOOLEAN:return BoolEval.valueOf(cell.getBooleanCellValue());case ERROR:return ErrorEval.valueOf(cell.getErrorCellValue());case FORMULA:return _evaluator.evaluate(cell);case NUMERIC:return new NumberEval(cell.getNumericCellValue());case STRING:return new StringEval(cell.getStringCellValue());case BLANK:return null;default:throw new IllegalStateException(""Bad cell type ("" + cell.getCellType() + "")"");}}",public ValueEval evaluateString sheetName int rowIndex int columnIndex EvaluationCell cell  sewbgetEvaluationCellsheetName rowIndex columnIndexswitch cellgetCellType case BOOLEANreturn BoolEvalvalueOfcellgetBooleanCellValuecase ERRORreturn ErrorEvalvalueOfcellgetErrorCellValuecase FORMULAreturn evaluatorevaluatecellcase NUMERICreturn new NumberEvalcellgetNumericCellValuecase STRINGreturn new StringEvalcellgetStringCellValuecase BLANKreturn nulldefaultthrow new IllegalStateExceptionBad cell type   cellgetCellType  
public PutFileSystemPolicyResult putFileSystemPolicy(PutFileSystemPolicyRequest request) {request = beforeClientExecution(request);return executePutFileSystemPolicy(request);},public PutFileSystemPolicyResult putFileSystemPolicyPutFileSystemPolicyRequest request request  beforeClientExecutionrequestreturn executePutFileSystemPolicyrequest
public long fileLength(String name) throws IOException {ensureOpen();FileEntry e = entries.get(IndexFileNames.stripSegmentName(name));if (e == null)throw new FileNotFoundException(name);return e.length;},public long fileLengthString name throws IOException ensureOpenFileEntry e  entriesgetIndexFileNamesstripSegmentNamenameif e  nullthrow new FileNotFoundExceptionnamereturn elength
public DescribeCacheClustersResult describeCacheClusters() {return describeCacheClusters(new DescribeCacheClustersRequest());},public DescribeCacheClustersResult describeCacheClusters return describeCacheClustersnew DescribeCacheClustersRequest
"public void setObjectId(RevObject obj) {setObjectId(obj, obj.getType());}",public void setObjectIdRevObject obj setObjectIdobj objgetType
public boolean rowHasCells(int row) {if (row >= records.length) {return false;}CellValueRecordInterface[] rowCells=records[row];if(rowCells==null) return false;for(int col=0;col<rowCells.length;col++) {if(rowCells[col]!=null) return true;}return false;},public boolean rowHasCellsint row if row  recordslength return falseCellValueRecordInterface rowCellsrecordsrowifrowCellsnull return falseforint col0colrowCellslengthcol ifrowCellscolnull return truereturn false
public TokenStream create(TokenStream input) {return new SpanishLightStemFilter(input);},public TokenStream createTokenStream input return new SpanishLightStemFilterinput
"public StoredField(String name, double value) {super(name, TYPE);fieldsData = value;}",public StoredFieldString name double value supername TYPEfieldsData  value
public DescribePublicIpv4PoolsResult describePublicIpv4Pools(DescribePublicIpv4PoolsRequest request) {request = beforeClientExecution(request);return executeDescribePublicIpv4Pools(request);},public DescribePublicIpv4PoolsResult describePublicIpv4PoolsDescribePublicIpv4PoolsRequest request request  beforeClientExecutionrequestreturn executeDescribePublicIpv4Poolsrequest
"public IndexRevision(IndexWriter writer) throws IOException {IndexDeletionPolicy delPolicy = writer.getConfig().getIndexDeletionPolicy();if (!(delPolicy instanceof SnapshotDeletionPolicy)) {throw new IllegalArgumentException(""IndexWriter must be created with SnapshotDeletionPolicy"");}this.writer = writer;this.sdp = (SnapshotDeletionPolicy) delPolicy;this.commit = sdp.snapshot();this.version = revisionVersion(commit);this.sourceFiles = revisionFiles(commit);}",public IndexRevisionIndexWriter writer throws IOException IndexDeletionPolicy delPolicy  writergetConfiggetIndexDeletionPolicyif delPolicy instanceof SnapshotDeletionPolicy throw new IllegalArgumentExceptionIndexWriter must be created with SnapshotDeletionPolicythiswriter  writerthissdp  SnapshotDeletionPolicy delPolicythiscommit  sdpsnapshotthisversion  revisionVersioncommitthissourceFiles  revisionFilescommit
public void setTabIdArray(short[] array) {_tabids = array.clone();},public void setTabIdArrayshort array tabids  arrayclone
public UpdateObjectAttributesResult updateObjectAttributes(UpdateObjectAttributesRequest request) {request = beforeClientExecution(request);return executeUpdateObjectAttributes(request);},public UpdateObjectAttributesResult updateObjectAttributesUpdateObjectAttributesRequest request request  beforeClientExecutionrequestreturn executeUpdateObjectAttributesrequest
public GetGameSessionLogUrlResult getGameSessionLogUrl(GetGameSessionLogUrlRequest request) {request = beforeClientExecution(request);return executeGetGameSessionLogUrl(request);},public GetGameSessionLogUrlResult getGameSessionLogUrlGetGameSessionLogUrlRequest request request  beforeClientExecutionrequestreturn executeGetGameSessionLogUrlrequest
public RefCount(T object) {this.object = object;},public RefCountT object thisobject  object
"public ByteBuffer put(int index, byte b) {checkIndex(index);backingArray[offset + index] = b;return this;}",public ByteBuffer putint index byte b checkIndexindexbackingArrayoffset  index  breturn this
"public IntervalSet LOOK(ATNState s, ATNState stopState, RuleContext ctx) {IntervalSet r = new IntervalSet();boolean seeThruPreds = true; PredictionContext lookContext = ctx != null ? PredictionContext.fromRuleContext(s.atn, ctx) : null;_LOOK(s, stopState, lookContext,r, new HashSet<ATNConfig>(), new BitSet(), seeThruPreds, true);return r;}",public IntervalSet LOOKATNState s ATNState stopState RuleContext ctx IntervalSet r  new IntervalSetboolean seeThruPreds  true PredictionContext lookContext  ctx  null  PredictionContextfromRuleContextsatn ctx  nullLOOKs stopState lookContextr new HashSetATNConfig new BitSet seeThruPreds truereturn r
public int getValidationType() {return _validationType;},public int getValidationType return validationType
public DeleteTagCommand tagDelete() {return new DeleteTagCommand(repo);},public DeleteTagCommand tagDelete return new DeleteTagCommandrepo
public SortRescorer(Sort sort) {this.sort = sort;},public SortRescorerSort sort thissort  sort
"public void verifyBelongsToWorkbook(HSSFWorkbook wb) {if(wb.getWorkbook() != _workbook) {throw new IllegalArgumentException(""This Style does not belong to the supplied Workbook. Are you trying to assign a style from one workbook to the cell of a differnt workbook?"");}}",public void verifyBelongsToWorkbookHSSFWorkbook wb ifwbgetWorkbook  workbook throw new IllegalArgumentExceptionThis Style does not belong to the supplied Workbook Are you trying to assign a style from one workbook to the cell of a differnt workbook
"public StringBuffer insert(int index, Object obj) {return insert(index, obj == null ? ""null"" : obj.toString());}",public StringBuffer insertint index Object obj return insertindex obj  null  null  objtoString
public boolean containsKey(CharSequence cs) {if(cs == null)throw new NullPointerException();return false;},public boolean containsKeyCharSequence cs ifcs  nullthrow new NullPointerExceptionreturn false
public int compareTo(HSSFRichTextString r) {return _string.compareTo(r._string);},public int compareToHSSFRichTextString r return stringcompareTorstring
public RequestSpotInstancesRequest(String spotPrice) {setSpotPrice(spotPrice);},public RequestSpotInstancesRequestString spotPrice setSpotPricespotPrice
public ObjectId getNewObjectId() {return newObjectId;},public ObjectId getNewObjectId return newObjectId
public void setDeltaBaseAsOffset(boolean deltaBaseAsOffset) {this.deltaBaseAsOffset = deltaBaseAsOffset;},public void setDeltaBaseAsOffsetboolean deltaBaseAsOffset thisdeltaBaseAsOffset  deltaBaseAsOffset
"public LengthFilterFactory(Map<String, String> args) {super(args);min = requireInt(args, MIN_KEY);max = requireInt(args, MAX_KEY);if (!args.isEmpty()) {throw new IllegalArgumentException(""Unknown parameters: "" + args);}}",public LengthFilterFactoryMapString String args superargsmin  requireIntargs MINKEYmax  requireIntargs MAXKEYif argsisEmpty throw new IllegalArgumentExceptionUnknown parameters   args
"public TruncateTokenFilter(TokenStream input, int length) {super(input);if (length < 1)throw new IllegalArgumentException(""length parameter must be a positive number: "" + length);this.length = length;}",public TruncateTokenFilterTokenStream input int length superinputif length  1throw new IllegalArgumentExceptionlength parameter must be a positive number   lengththislength  length
public ListDomainsResult listDomains() {return listDomains(new ListDomainsRequest());},public ListDomainsResult listDomains return listDomainsnew ListDomainsRequest
public ArabicStemFilter create(TokenStream input) {return new ArabicStemFilter(input);},public ArabicStemFilter createTokenStream input return new ArabicStemFilterinput
"public PushCommand setRefSpecs(RefSpec... specs) {checkCallable();this.refSpecs.clear();Collections.addAll(refSpecs, specs);return this;}",public PushCommand setRefSpecsRefSpec specs checkCallablethisrefSpecsclearCollectionsaddAllrefSpecs specsreturn this
public BlameGenerator setDiffAlgorithm(DiffAlgorithm algorithm) {diffAlgorithm = algorithm;return this;},public BlameGenerator setDiffAlgorithmDiffAlgorithm algorithm diffAlgorithm  algorithmreturn this
public GroupingSearch setIncludeMaxScore(boolean includeMaxScore) {this.includeMaxScore = includeMaxScore;return this;},public GroupingSearch setIncludeMaxScoreboolean includeMaxScore thisincludeMaxScore  includeMaxScorereturn this
"public Field[] createIndexableFields(Shape shape) {double distErr = SpatialArgs.calcDistanceFromErrPct(shape, distErrPct, ctx);return createIndexableFields(shape, distErr);}",public Field createIndexableFieldsShape shape double distErr  SpatialArgscalcDistanceFromErrPctshape distErrPct ctxreturn createIndexableFieldsshape distErr
public PutMethodResponseResult putMethodResponse(PutMethodResponseRequest request) {request = beforeClientExecution(request);return executePutMethodResponse(request);},public PutMethodResponseResult putMethodResponsePutMethodResponseRequest request request  beforeClientExecutionrequestreturn executePutMethodResponserequest
public LegacyCredentials(Credential legacyCrendential) {this.legacyCredential = legacyCrendential;},public LegacyCredentialsCredential legacyCrendential thislegacyCredential  legacyCrendential
public DescribeFeatureTransformationResult describeFeatureTransformation(DescribeFeatureTransformationRequest request) {request = beforeClientExecution(request);return executeDescribeFeatureTransformation(request);},public DescribeFeatureTransformationResult describeFeatureTransformationDescribeFeatureTransformationRequest request request  beforeClientExecutionrequestreturn executeDescribeFeatureTransformationrequest
public DeleteRouteResult deleteRoute(DeleteRouteRequest request) {request = beforeClientExecution(request);return executeDeleteRoute(request);},public DeleteRouteResult deleteRouteDeleteRouteRequest request request  beforeClientExecutionrequestreturn executeDeleteRouterequest
public AssociatePhoneNumbersWithVoiceConnectorResult associatePhoneNumbersWithVoiceConnector(AssociatePhoneNumbersWithVoiceConnectorRequest request) {request = beforeClientExecution(request);return executeAssociatePhoneNumbersWithVoiceConnector(request);},public AssociatePhoneNumbersWithVoiceConnectorResult associatePhoneNumbersWithVoiceConnectorAssociatePhoneNumbersWithVoiceConnectorRequest request request  beforeClientExecutionrequestreturn executeAssociatePhoneNumbersWithVoiceConnectorrequest
public long ramBytesUsed() {long size = BASE_RAM_BYTES_USED + RamUsageEstimator.shallowSizeOf(blocks);if (blocks.length > 0) {size += (blocks.length - 1) * bytesUsedPerBlock;size += RamUsageEstimator.sizeOf(blocks[blocks.length - 1]);}return size;},public long ramBytesUsed long size  BASERAMBYTESUSED  RamUsageEstimatorshallowSizeOfblocksif blockslength  0 size  blockslength  1  bytesUsedPerBlocksize  RamUsageEstimatorsizeOfblocksblockslength  1return size
public short readShort(){return _in.readShort();},public short readShortreturn inreadShort
public UpdatePipelineNotificationsResult updatePipelineNotifications(UpdatePipelineNotificationsRequest request) {request = beforeClientExecution(request);return executeUpdatePipelineNotifications(request);},public UpdatePipelineNotificationsResult updatePipelineNotificationsUpdatePipelineNotificationsRequest request request  beforeClientExecutionrequestreturn executeUpdatePipelineNotificationsrequest
public StringWriter append(char c) {write(c);return this;},public StringWriter appendchar c writecreturn this
public Iterator<V> iterator() {return new ValueIterator();},public IteratorV iterator return new ValueIterator
public UnitsRecord(RecordInputStream in) {field_1_units = in.readShort();},public UnitsRecordRecordInputStream in field1units  inreadShort
public boolean isEmpty() {return first;},public boolean isEmpty return first
"public String toString() {return ""ANY_DIFF""; }",public String toString return ANYDIFF 
public UpdateDomainNameResult updateDomainName(UpdateDomainNameRequest request) {request = beforeClientExecution(request);return executeUpdateDomainName(request);},public UpdateDomainNameResult updateDomainNameUpdateDomainNameRequest request request  beforeClientExecutionrequestreturn executeUpdateDomainNamerequest
