python,cpp
"class Solution:
    def sumOfUnique(self, nums: List[int]) -> int:
        c = Counter(nums)
        return sum(n for n, c in c.items() if c == 1)","class Solution {
 public:
  int makeConnected(int n, vector<vector<int>>& connections) {
    // To connect n nodes, we need at least n - 1 edges
    if (connections.size() < n - 1)
      return -1;

    int numOfConnected = 0;
    vector<vector<int>> graph(n);
    unordered_set<int> seen;

    for (const vector<int>& conn : connections) {
      graph[conn[0]].push_back(conn[1]);
      graph[conn[1]].push_back(conn[0]);
    }

    for (int i = 0; i < n; ++i)
      if (seen.insert(i).second) {
        dfs(graph, i, seen);
        ++numOfConnected;
      }

    return numOfConnected - 1;
  }

 private:
  void dfs(const vector<vector<int>>& graph, int u, unordered_set<int>& seen) {
    for (const int v : graph[u])
      if (seen.insert(v).second)
        dfs(graph, v, seen);
  }
};"
"class Solution:
    def maxAbsoluteSum(self, nums: List[int]) -> int:
        
        def kadane(x):
            cmax = 0
            gmax = 0
            
            for i in x:
                if cmax < 0:
                    cmax = i
                else:
                    cmax+=i
                gmax = max(cmax, gmax)
            return gmax
        
        return max(kadane(nums), kadane(-i for i in nums))","class Solution {
 public:
  int minimumDistance(string word) {
    // dp[i][j][k] := min distance with left finger on i-th char and right
    // Finger on j-th char that already have written k first words
    dp.resize(27, vector<vector<int>>(27, vector<int>(word.length(), -1)));
    return minimumDistance(word, 26, 26, 0);
  }

 private:
  vector<vector<vector<int>>> dp;

  int minimumDistance(const string& word, int i, int j, int k) {
    if (k == word.length())
      return 0;
    if (dp[i][j][k] != -1)
      return dp[i][j][k];
    const int next = word[k] - 'A';
    const int moveLeft = dist(i, next) + minimumDistance(word, next, j, k + 1);
    const int moveRight = dist(j, next) + minimumDistance(word, i, next, k + 1);
    return dp[i][j][k] = min(moveLeft, moveRight);
  }

  int dist(int a, int b) {
    if (a == 26)  // First hovering state
      return 0;
    const int x1 = a / 6;
    const int y1 = a % 6;
    const int x2 = b / 6;
    const int y2 = b % 6;
    return abs(x1 - x2) + abs(y1 - y2);
  }
};"
"class Solution:
    def minimumLength(self, s: str) -> int:
        left = 0
        right = len(s)-1
        if len(s) == 1:
            return 1
        while left < right and s[left] == s[right] :
            while left < right and s[left] == s[left + 1]:
                left+=1
            if left == right:
                return 0
            left+=1
            while left < right and s[right] == s[right - 1]:
                right-=1
            right-=1
        return right - left + 1
		
``","class Solution {
 public:
  int maximum69Number(int num) {
    string ans = to_string(num);

    for (char& c : ans)
      if (c == '6') {
        c = '9';
        break;
      }

    return stoi(ans);
  }
};"
"class Solution:
    def maxValue(self, events: List[List[int]], k: int) -> int:
        n=len(events)
        events.sort()
        @lru_cache(None)
        def dfs(ind,k):
            if ind==n or k==0:
                return 0
            ans=dfs(ind+1,k)
            nextInd=bisect.bisect_left(events,[events[ind][1]+1])
            ans=max(ans,events[ind][2]+dfs(nextInd,k-1))
            return ans
        return dfs(0,k)","class Solution {
 public:
  vector<string> printVertically(string s) {
    vector<string> ans;
    vector<string> words = split(s);
    size_t maxLength = 0;

    for (const string& word : words)
      maxLength = max(maxLength, word.length());

    for (size_t i = 0; i < maxLength; ++i) {
      string row;
      for (const string& word : words)
        row += i < word.length() ? word[i] : ' ';
      while (row.back() == ' ')
        row.pop_back();
      ans.push_back(row);
    }

    return ans;
  }

 private:
  vector<string> split(const string& s) {
    vector<string> words;
    istringstream iss(s);
    for (string token; iss >> token;)
      words.push_back(token);
    return words;
  }
};"
"class Solution:
    
    def check(self, nums: List[int]) -> bool:
        res = 0
        n = len(nums)
        for i in range(n):
            if nums[i] > nums[(i+1) % n]:
                res += 1
        return res <= 1","class Solution {
 public:
  TreeNode* removeLeafNodes(TreeNode* root, int target) {
    if (root == nullptr)
      return nullptr;
    root->left = removeLeafNodes(root->left, target);
    root->right = removeLeafNodes(root->right, target);
    return isLeaf(root) && root->val == target ? nullptr : root;
  }

 private:
  bool isLeaf(TreeNode* root) {
    return root->left == nullptr && root->right == nullptr;
  }
};"
"class Solution:
    def maximumScore(self, a: int, b: int, c: int) -> int:
        a, b, c = sorted((a, b, c))
        
        if a + b <= c:
            return a + b
        
        return a + (b + c - a) // 2","class Solution {
 public:
  int minTaps(int n, vector<int>& ranges) {
    vector<int> nums(n + 1);

    for (int i = 0; i <= n; ++i) {
      int l = max(0, i - ranges[i]);
      int r = min(n, i + ranges[i]);
      nums[l] = max(nums[l], r - l);
    }

    int ans = 0;
    int end = 0;
    int farthest = 0;

    for (int i = 0; i < n; i++) {
      farthest = max(farthest, i + nums[i]);
      if (i == end) {
        ++ans;
        end = farthest;
      }
    }

    return end == n ? ans : -1;
  }
};"
"class Solution:
    def largestMerge(self, w1: str, w2: str) -> str:
        
        def dfs(m, w1, w2):
            if not w1 or not w2:
                return m + (w1 if w1 else w2)
            if w1 >= w2:
                return dfs(m+w1[0], w1[1:], w2)
            elif w1 < w2:
                return dfs(m+w2[0], w1, w2[1:])
            #else:
                #return max(dfs(m+w1[0], w1[1:], w2), dfs(m+w2[0], w1, w2[1:]))
        return dfs("""", w1, w2)","class Solution {
 public:
  string breakPalindrome(string palindrome) {
    if (palindrome.length() == 1)
      return """";

    for (int i = 0; i < palindrome.length() / 2; ++i)
      if (palindrome[i] != 'a') {
        palindrome[i] = 'a';
        return palindrome;
      }

    palindrome.back() = 'b';
    return palindrome;
  }
};"
"class Solution:
    def solve(self, nums, i, val, sums):
        if i == len(nums):
            sums.append(val)
            return
        self.solve(nums, i+1, val+nums[i], sums)
        self.solve(nums, i+1, val, sums)
        
    def minAbsDifference(self, nums: List[int], goal: int) -> int:
        n = len(nums)
        sum1, sum2 = [], []
        self.solve(nums[:n//2], 0, 0, sum1)
        self.solve(nums[n//2:], 0, 0, sum2)
        
        sum2 = sorted(sum2)
        #print(sum1, sum2)
        n2 = len(sum2)
        ans = float(""inf"")
        for s in sum1:
            rem = goal-s
            i = bisect_left(sum2, rem)
            if i < n2:
                ans = min(ans, abs(rem-sum2[i]))
            if i > 0:
                ans = min(ans, abs(rem-sum2[i-1]))
        return ans","class Solution {
 public:
  vector<vector<int>> diagonalSort(vector<vector<int>>& mat) {
    const int m = mat.size();
    const int n = mat[0].size();

    unordered_map<int, priority_queue<int>> count;

    for (int i = 0; i < m; ++i)
      for (int j = 0; j < n; ++j)
        count[i - j].push(mat[i][j]);

    for (int i = m - 1; i >= 0; --i)
      for (int j = n - 1; j >= 0; --j)
        mat[i][j] = count[i - j].top(), count[i - j].pop();

    return mat;
  }
};"
"class Solution:
    def minOperations(self, s: str) -> int:
        return min((cnt := s[::2].count('1') + s[1::2].count('0')), len(s) - cnt)","class Solution {
 public:
  int maxValueAfterReverse(vector<int>& nums) {
    int total = 0;
    int min = INT_MAX;
    int max = INT_MIN;

    for (int i = 0; i + 1 < nums.size(); ++i) {
      int a = nums[i];
      int b = nums[i + 1];
      total += abs(a - b);
      min = std::min(min, std::max(a, b));
      max = std::max(max, std::min(a, b));
    }
    int diff = std::max(0, (max - min) * 2);

    for (int i = 0; i + 1 < nums.size(); ++i) {
      int a = nums[i];
      int b = nums[i + 1];
      int headDiff = -abs(a - b) + abs(nums.front() - b);
      int tailDiff = -abs(a - b) + abs(nums.back() - a);
      diff = std::max({diff, headDiff, tailDiff});
    }

    return total + diff;
  }
};"
"class Solution:
    def countHomogenous(self, s: str) -> int:
        cnt = 0
        i = 0
        j = 1
        
        while j < len(s):
            if s[i] != s[j]:
                diff = j-i
                cnt += ((diff) * (diff+1)) // 2
                i = j
                j += 1
            
            else:
                j += 1
        
        diff = j-i
        cnt += ((diff) * (diff+1)) // 2
        
        return cnt % ((10**9) + 7)","class Solution {
 public:
  vector<int> arrayRankTransform(vector<int>& arr) {
    vector<int> sortedArr(arr);
    unordered_map<int, int> rank;

    sort(begin(sortedArr), end(sortedArr));

    for (const int a : sortedArr)
      if (!rank.count(a))
        rank[a] = rank.size() + 1;

    for (int& a : arr)
      a = rank[a];

    return arr;
  }
};"
"class Solution:
    def minimumSize(self, nums: List[int], maxOperations: int) -> int:
        l = 1
        r = max(nums)
        
        while l < r:
            mid = l + (r-l) // 2
            count = self.count(mid,nums)
            if count <= maxOperations:
                r = mid
            else:
                l = mid+1
        return r  # or l
    
    
    def count(self,n,arr):
        return sum((a-1) // n for a in arr)","class Solution {
 public:
  vector<int> filterRestaurants(vector<vector<int>>& restaurants,
                                int veganFriendly, int maxPrice,
                                int maxDistance) {
    vector<int> ans;
    vector<vector<int>> filtered;

    for (vector<int>& restaurant : restaurants)
      if (restaurant[2] >= veganFriendly && restaurant[3] <= maxPrice &&
          restaurant[4] <= maxDistance)
        filtered.push_back(restaurant);

    sort(begin(filtered), end(filtered), [](const auto& a, const auto& b) {
      return a[1] == b[1] ? a[0] > b[0] : a[1] > b[1];
    });

    for (const vector<int>& f : filtered)
      ans.push_back(f[0]);

    return ans;
  }
};"
"class Solution:
    def getAdjLists(self, edges):
        adj = defaultdict(list)
        for u,v in edges:
            adj[u].append(v)
            adj[v].append(u)
        return adj
    def getAdjSets(self, edges):
        adj = defaultdict(set)
        for u,v in edges:
            adj[u].add(v)
            adj[v].add(u)
        return adj
    
    def minTrioDegree1TLE(self, n: int, edges: List[List[int]]) -> int:
        # somehow compress the trio so it is considered a single node?
        # O(N^3) keep picking random three points, check if trio and 
        res = math.inf

        adj = self.getAdjLists(edges)
        adjSet = self.getAdjSets(edges)
        
        for u in range(1,n+1):
            for v in adj[u]:
                for choice in adj[v]:
                    if choice in adjSet[u] or u in adjSet[choice]: 
                        # it is a common point!
                        res = min(res, len(adj[u]) + len(adj[v]) + len(adj[choice]) - 3)
        return res if res < math.inf else -1
    
    def minTrioDegree2TLE(self, n: int, edges: List[List[int]]) -> int:
        # O(EN) pick any random two connected points(edge), search for 
        # possible third points e.g. [1,2] is an edge so adj[1] intersect adj[2]
        res = math.inf
        # after getting this how to get the degree?
        # len(adj[1]) + len(adj[2]) + len(adj[3]) - 6 (the trio edges)
        adj = self.getAdjSets(edges)
        for u,v in edges:
            # search for all the 'trio' points
            for trio_point in adj[u] &amp; adj[v]:
                res = min(res, len(adj[u]) + len(adj[v]) + len(adj[trio_point]) - 3 - 3)
                
        return res if res < math.inf else -1
    
    def minTrioDegree(self, n: int, edges: List[List[int]]) -> int:
        # O(N^3) pick any random two connected points(edge), search for 
        res = math.inf
        adj = self.getAdjSets(edges)

        for u in range(1,n+1):
            for v in range(u+1, n+1):
                for trio_point in range(v+1, n+1):
                    if v in adj[u] and trio_point in adj[u] and trio_point in adj[v]:
                        res = min(res, len(adj[u]) + len(adj[v]) + len(adj[trio_point]) - 3 - 3)
        
        return res if res < math.inf else -1","class Solution {
 public:
  int findTheCity(int n, vector<vector<int>>& edges, int distanceThreshold) {
    int ans = -1;
    int minCitiesCount = n;
    const vector<vector<int>> dist = floydWarshall(n, edges, distanceThreshold);

    for (int i = 0; i < n; ++i) {
      int citiesCount = 0;
      for (int j = 0; j < n; ++j)
        if (dist[i][j] <= distanceThreshold)
          ++citiesCount;
      if (citiesCount <= minCitiesCount) {
        ans = i;
        minCitiesCount = citiesCount;
      }
    }

    return ans;
  }

 private:
  vector<vector<int>> floydWarshall(int n, const vector<vector<int>>& edges,
                                    int distanceThreshold) {
    vector<vector<int>> dist(n, vector<int>(n, distanceThreshold + 1));

    for (int i = 0; i < n; ++i)
      dist[i][i] = 0;

    for (const vector<int>& edge : edges) {
      const int u = edge[0];
      const int v = edge[1];
      const int w = edge[2];
      dist[u][v] = w;
      dist[v][u] = w;
    }

    for (int k = 0; k < n; ++k)
      for (int i = 0; i < n; ++i)
        for (int j = 0; j < n; ++j)
          dist[i][j] = min(dist[i][j], dist[i][k] + dist[k][j]);

    return dist;
  }
};"
